"species","sla","plant_height","seed_mass","ldmc","leaf_area","lnc_m","lpc_m","lnc_a","vcmax"
"EPIPACTIS ATRORUBENS",27.44666667,0.463333333,0.01,220.2125,1302.5,NA,NA,NA,NA
"EPIPACTIS HELLEBORINE",30.79875,0.691666667,0.004,201.8766667,1915.3,NA,NA,NA,NA
"EPIPACTIS LEPTOCHILA",NA,0.4925,NA,NA,NA,NA,NA,NA,NA
"EPIPACTIS MICROPHYLLA",NA,0.1875,NA,NA,NA,NA,NA,NA,NA
"EPIPACTIS MUELLERI",NA,0.554,NA,NA,NA,NA,NA,NA,NA
"EPIPACTIS PALUSTRIS",22.94666667,0.436666667,0.005,183.1025,1466,NA,NA,NA,NA
"EPIPACTIS VIRIDIFLORA",NA,0.365,NA,NA,NA,NA,NA,NA,NA
"EPIPOGIUM APHYLLUM",NA,0.183333333,NA,NA,NA,NA,NA,NA,NA
"EQUISETUM",11.49555556,0.433,NA,271.25,89.66666667,NA,NA,NA,NA
"EQUISETUM ARVENSE",13.16037037,0.370434783,NA,299.9444444,165.3884211,20.41,2.382678876,1.550868207,407.8212665
"EQUISETUM FLUVIATILE",14.75,1.185,NA,244.5833333,158.8,14.83,4.36041901,1.005423729,264.3894411
"EQUISETUM HYEMALE",3.131111111,0.662857143,NA,292.1290909,156.8888889,NA,NA,NA,NA
"EQUISETUM PALUSTRE",8.124,0.4575,NA,201.162,65.3,29.36,1.56627646,3.613983259,950.3446027
"EQUISETUM PRATENSE",NA,0.428,NA,NA,NA,NA,NA,NA,NA
"EQUISETUM RAMOSISSIMUM",NA,0.94,NA,NA,NA,14.5,1.89,NA,NA
"EQUISETUM SYLVATICUM",24.45,0.345454545,NA,259.63,239.535,23.032,1.984735528,0.94200409,247.7124099
"EQUISETUM TELMATEIA",16.33,1.68,NA,115.31,50.33,NA,NA,NA,NA
"EQUISETUM VARIEGATUM",6.32,0.257142857,NA,NA,NA,22.4,NA,3.544303797,932.0214684
"EQUISETUM X LITORALE",NA,0.85,NA,NA,NA,NA,NA,NA,NA
"EQUISETUM X MOOREI",NA,0.7,NA,NA,NA,NA,NA,NA,NA
"ERAGROSTIS CILIANENSIS",24.57,0.434285714,0.07,NA,94.11,23.55,2.15,0.958485958,252.0465348
"ERAGROSTIS MINOR",36.72,0.294,0.08,237.135,118.09,18.4,1.62,0.501089325,131.7680523
"ERAGROSTIS PECTINACEA",25.448,0.555,0.095555556,314,1027.8,NA,NA,NA,NA
"ERAGROSTIS PILOSA",42.4,0.308333333,0.05,NA,NA,NA,NA,NA,NA
"ERIANTHUS RAVENNAE",NA,2.13,NA,NA,NA,NA,NA,NA,NA
"ERICA ARBOREA",7.83,4,0.06,NA,5.9775,11.01363636,0.589,1.406594682,369.8826388
"ERICA CILIARIS",NA,0.8,0.035,NA,NA,11.3,2.45,NA,NA
"ERICA CINEREA",10.96272727,0.584375,0.066111111,369.3666667,2.23,12.29466667,0.890678399,1.121497084,294.9124619
"ERICA ERIGENA",NA,0.875,NA,NA,NA,11.2,2.75,NA,NA
"ERICA HERBACEA",NA,0.234285714,0.12,NA,NA,10.8,2.55,NA,NA
"ERICA MULTIFLORA",3.86,2,0.05,NA,7.3,6.55,NA,1.696891192,446.2199378
"ERICA SCOPARIA",6.97,3.228333333,0.02,NA,5.3,14.92,0.7,2.140602582,562.899705
"ERICA TETRALIX",9.993333333,0.420769231,0.011111111,470,3.988333333,10.69666667,0.765468208,1.070380254,281.4706167
"ERICA VAGANS",NA,0.425,0.05,NA,NA,9.25,3.8,NA,NA
"ERIGERON",17.19714286,0.454,NA,277.1428571,364.4285714,NA,NA,NA,NA
"ERIGERON ACRIS",18.912,0.424444444,0.103529412,192.3333333,371,21,NA,1.110406091,291.9959391
"ERIGERON ALPINUS",18.08,0.215,0.23,220,269.68,23.38,NA,1.293141593,340.0486513
"ERIGERON ANNUUS",23.39,0.789090909,0.038,273.06,1092.263636,13.868,NA,0.59290295,155.911657
"ERIGERON ATTICUS",NA,0.48,NA,NA,NA,NA,NA,NA,NA
"ERIGERON BONARIENSIS",20.08,0.644285714,0.13875,NA,1542.673333,20.20666667,1.14,1.006308101,264.6219984
"ERIGERON CANADENSIS",20.73829787,0.555,0.048903226,226.1793103,203.9635714,26.07857143,3.9,1.257507805,330.6782763
"ERIGERON GLABRATUS",NA,0.2175,NA,NA,NA,NA,NA,NA,NA
"ERIGERON KARVINSKIANUS",11.41666667,0.35,0.886666667,NA,231.355,NA,NA,NA,NA
"ERIGERON NEGLECTUS",NA,0.13,NA,NA,NA,NA,NA,NA,NA
"ERIGERON SCHLEICHERI",NA,0.2175,NA,NA,NA,NA,NA,NA,NA
"ERIGERON SUMATRENSIS",21.72,0.328383334,0.03775,188.6666667,511.3636364,23.09866667,3.4825,1.063474524,279.654664
"ERIGERON UNIFLORUS",19.208,0.0725,0.18,NA,NA,33.05,NA,1.720637234,452.4642732
"ERINUS ALPINUS",NA,0.075,NA,NA,NA,NA,NA,NA,NA
"ERIOPHORUM ANGUSTIFOLIUM",9.932777778,0.407,0.459285714,325,1435.268,20.84285714,1.42,2.098391569,551.7997618
"ERIOPHORUM GRACILE",NA,0.415,0.3125,NA,NA,NA,NA,NA,NA
"ERIOPHORUM LATIFOLIUM",15.42666667,0.508571429,0.7975,290.2216667,365.87,NA,NA,NA,NA
"ERIOPHORUM SCHEUCHZERI",9.96,0.252,0.62,NA,NA,22.68,NA,2.277108434,598.7957205
"ERIOPHORUM VAGINATUM",8.235,0.45,0.854444444,352.3333333,291.16,19.07153846,1.786203968,2.315912381,608.9997308
"ERITRICHIUM NANUM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ERODIUM BOTRYS",NA,0.24,6.584615385,NA,NA,17.65,2.1,NA,NA
"ERODIUM CICONIUM",21.916,0.2665,4.742,222.5,NA,30.6875,1.364,1.400232707,368.2096733
"ERODIUM CICUTARIUM",23.24969565,0.281265625,1.671033333,212.8449167,225.4221429,26.23375,2.701079215,1.128348104,296.7140281
"ERODIUM LACINIATUM",NA,NA,1.24,NA,NA,NA,NA,NA,NA
"ERODIUM LEBELII",19.69,0.275,0.5,240,414.29,NA,NA,NA,NA
"ERODIUM MALACOIDES",NA,0.41,NA,NA,800,NA,NA,NA,NA
"ERODIUM MARITIMUM",NA,0.3,0.5,NA,NA,NA,NA,NA,NA
"ERODIUM MOSCHATUM",29.66333333,0.373333333,2.47,110,8537.49,NA,NA,NA,NA
"EROPHILA VERNA",35.00866667,0.072942439,0.025053939,133.8516667,118.5,25.475,3.6475,0.727676956,191.352261
"ERUCA SATIVA",NA,0.5,1.524666667,NA,NA,NA,NA,NA,NA
"ERUCA VESICARIA",NA,0.5225,0.6,NA,NA,NA,NA,NA,NA
"ERUCASTRUM GALLICUM",NA,0.44,0.18,NA,NA,NA,NA,NA,NA
"ERUCASTRUM NASTURTIIFOLIUM",11.66,0.525,0.43,190,1067.69,NA,NA,NA,NA
"ERYNGIUM BOURGATII",NA,NA,3.11,NA,NA,NA,NA,NA,NA
"ERYNGIUM CAMPESTRE",7.261657658,0.250817618,1.254539333,325.2679265,1656.547639,15.0734375,1.12765625,2.075757108,545.8477316
"ERYNGIUM MARITIMUM",10.61666667,0.445714286,18.035,135,6625.63,NA,NA,NA,NA
"ERYSIMUM CHEIRANTHOIDES",23.295,0.43625,0.223333333,213.2983333,1216.666667,NA,NA,NA,NA
"ERYSIMUM CHEIRI",11.6,0.438571429,1.355714286,180,411,NA,NA,NA,NA
"ERYSIMUM ODORATUM",14.715,0.551111111,0.33,168,192.5,NA,NA,NA,NA
"ERYSIMUM VIRGATUM",18.485,0.9,NA,220,260.5,NA,NA,NA,NA
"ERYTHRONIUM DENS-CANIS",NA,0.3,3.77,NA,NA,NA,NA,NA,NA
"ESCHSCHOLZIA CALIFORNICA",NA,0.417142857,1.479,NA,NA,NA,NA,NA,NA
"EUCALYPTUS GLOBULUS",6.89,51.19,9.025185185,NA,NA,14.81125,0.879285714,2.14967344,565.2850067
"EUONYMUS EUROPAEUS",15.25869565,4.011363636,34.33647059,318.5294118,1176.879429,24.812,1.772889742,1.626089186,427.601616
"EUONYMUS LATIFOLIUS",NA,5.1875,26.1075,NA,NA,NA,NA,NA,NA
"EUPATORIUM CANNABINUM",25.59157895,0.836666667,0.31,198.5,2568.475455,20.42857143,0.849294182,0.798253655,209.9113355
"EUPHORBIA",16.19,0.425,NA,293.3333333,507.0416667,NA,NA,NA,NA
"EUPHORBIA AMYGDALOIDES",24.04,0.492727273,3.619375,282.07,312.75,NA,NA,NA,NA
"EUPHORBIA ANGULATA",NA,NA,NA,243.07,NA,NA,NA,NA,NA
"EUPHORBIA CHAMAESYCE",NA,NA,0.15,NA,NA,NA,NA,NA,NA
"EUPHORBIA CHARACIAS",NA,1,NA,NA,NA,20.3,1.1,NA,NA
"EUPHORBIA CYPARISSIAS",24.25775,0.227826551,2.173,290.0146667,52.3,30.16072909,2.332333333,1.243344049,326.9537297
"EUPHORBIA DENDROIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUPHORBIA DULCIS",33.27,0.375,2.115,230,420,NA,NA,NA,NA
"EUPHORBIA ESULA",42.975,0.675,11.5375,225.4075,111.625,NA,NA,NA,NA
"EUPHORBIA EXIGUA",23.80003059,0.142,0.274133333,233.7565499,28,21.36318505,1.120593226,0.897611664,236.0388354
"EUPHORBIA FALCATA",NA,0.35,2.5675,NA,NA,NA,NA,NA,NA
"EUPHORBIA FLAVICOMA",27.33666667,0.425,1.18,301.912,216.625,32.1,3.31,1.174247043,308.78376
"EUPHORBIA HELIOSCOPIA",36.035,0.25,2.445,195,457,16.6,1.4,0.460663244,121.1374808
"EUPHORBIA HYBERNA",NA,0.375,NA,NA,NA,NA,NA,NA,NA
"EUPHORBIA LATHYRIS",21.9975,0.95,34.20153846,175.5666667,1883,NA,NA,NA,NA
"EUPHORBIA MACULATA",NA,0.1,0.215714286,NA,NA,NA,NA,NA,NA
"EUPHORBIA NICAEENSIS",NA,NA,5.073333333,NA,NA,NA,NA,NA,NA
"EUPHORBIA PALUSTRIS",20.43,1.284,8.81,321.49,616,NA,NA,NA,NA
"EUPHORBIA PARALIAS",13.5,0.366666667,5.1275,NA,NA,NA,NA,NA,NA
"EUPHORBIA PEPLIS",NA,0.1,NA,NA,NA,NA,NA,NA,NA
"EUPHORBIA PEPLUS",39.15,0.213636364,0.52,173.5,79,NA,NA,NA,NA
"EUPHORBIA PLATYPHYLLOS",NA,0.465714286,2.2475,NA,NA,NA,NA,NA,NA
"EUPHORBIA SEGETALIS",26.3,0.1275,2.2125,200.74,38.5,NA,NA,NA,NA
"EUPHORBIA SEGUIERIANA",18.4,0.474,0.88,280,67.6,NA,NA,NA,NA
"EUPHORBIA SERRATA",15.93,0.525,7.6,NA,633.42,NA,NA,NA,NA
"EUPHORBIA STRICTA",48.19,0.374285714,0.745,240,212.25,NA,NA,NA,NA
"EUPHORBIA TERRACINA",NA,NA,2.6,NA,NA,NA,NA,NA,NA
"EUPHORBIA VILLOSA",NA,0.78,5.31,NA,NA,NA,NA,NA,NA
"EUPHRASIA ALPINA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"EUPHRASIA ARCTICA",NA,0.3,NA,NA,NA,NA,NA,NA,NA
"EUPHRASIA HIRTELLA",NA,NA,NA,NA,75,NA,NA,NA,NA
"EUPHRASIA MICRANTHA",NA,0.2,NA,NA,NA,NA,NA,NA,NA
"EUPHRASIA MINIMA",17.1,0.1,NA,NA,NA,26.86,NA,1.570760234,413.0521375
"EUPHRASIA NEMOROSA",29.11,0.26,0.169411765,250,44,NA,NA,NA,NA
"EUPHRASIA OFFICINALIS",16.79888889,0.23125,0.13,243.5,148.65,NA,NA,NA,NA
"EUPHRASIA SALISBURGENSIS",NA,0.1575,NA,NA,NA,NA,NA,NA,NA
"EUPHRASIA STRICTA",20.48666667,0.22,0.1375,220,26.54333333,NA,NA,NA,NA
"EUPHRASIA TETRAQUETRA",NA,0.15,0.2,NA,NA,NA,NA,NA,NA
"FAGUS SYLVATICA",14.99390476,35.66341463,187.8238095,436.1888889,2097.423611,23.2156682,1.428281945,1.54834038,407.1565411
"FALCARIA VULGARIS",12.62166667,0.678333333,0.833333333,185.20125,5546.616667,NA,NA,NA,NA
"FALLOPIA CONVOLVULUS",27.52375,0.27,6.461818182,200,557.6433333,17.405,NA,0.632362959,166.2881873
"FALLOPIA DUMETORUM",38.28,2.366666667,3.152727273,213.64,1530.476667,NA,NA,NA,NA
"FERULA COMMUNIS",NA,NA,18.7,NA,NA,NA,NA,NA,NA
"FESTUCA",NA,NA,0.45,NA,275,16.92408163,0.807142857,NA,NA
"FESTUCA AIROIDES",NA,0.1525,NA,NA,NA,NA,NA,NA,NA
"FESTUCA ALPINA",NA,0.0725,NA,NA,NA,NA,NA,NA,NA
"FESTUCA ALTISSIMA",26.6,0.9625,0.673,255.235,2403.5,22.66666667,2.133333333,0.852130326,224.0789173
"FESTUCA AMETHYSTINA",NA,0.7675,NA,NA,NA,NA,NA,NA,NA
"FESTUCA ARMORICANA",NA,NA,0.72,NA,NA,NA,NA,NA,NA
"FESTUCA ARUNDINACEA",17.22684153,0.731936257,2.534761905,253.589422,2497.862,25.11222222,2.367374004,1.457738041,383.3314599
"FESTUCA CHRISTIANI-BERNARDII",8.370235632,0.032700167,0.418406667,430.7341278,0.544156349,14.14687953,1.548,1.690141132,444.4449205
"FESTUCA FILIFORMIS",NA,0.464,0.328888889,NA,NA,6.84,NA,NA,NA
"FESTUCA FLAVESCENS",NA,0.225263158,NA,261.2961975,NA,19.47644035,NA,NA,NA
"FESTUCA GAUTIERI",NA,0.76,0.6,NA,NA,NA,NA,NA,NA
"FESTUCA GIGANTEA",28.20333333,1.1275,2.985,213,3341,29.70833333,2.458333333,1.053362487,276.9955703
"FESTUCA HALLERI",NA,NA,1.24,NA,NA,NA,NA,NA,NA
"FESTUCA HETEROPACHYS",NA,0.3675,NA,NA,NA,NA,NA,NA,NA
"FESTUCA HETEROPHYLLA",NA,0.753333333,1.408,NA,NA,NA,NA,NA,NA
"FESTUCA LAEVIGATA",9.309285714,0.275775862,1.3,345.9894413,NA,12.87931702,1.112428571,1.383491432,363.8073341
"FESTUCA LEMANII",6.829143911,0.8,NA,327.5420829,NA,19.15709833,NA,2.805197632,737.6637459
"FESTUCA LONGIFOLIA",NA,0.261428571,0.545,NA,NA,NA,NA,NA,NA
"FESTUCA MELANOPSIS",NA,NA,1.47,NA,NA,NA,NA,NA,NA
"FESTUCA NIGRESCENS",16.29,0.5475,1.1818,385.3225,NA,14.3,0.864,0.877839165,230.8393959
"FESTUCA OVINA",15.06840909,0.332857143,0.512075472,333.1104545,50.4025,14.71363636,1.074337387,0.97645586,256.7719577
"FESTUCA PANICULATA",8.56,0.428342857,5.408888889,393.284,NA,11.7,0.709,1.36682243,359.424
"GOMPHOCARPUS FRUTICOSUS",NA,NA,6.765,NA,NA,NA,NA,NA,NA
"FESTUCA PRATENSIS",24.0513048,0.613928571,1.837666667,259.4157783,1676.55,24.40809524,2.168384873,1.014834556,266.8641424
"FESTUCA PULCHELLA",NA,0.3425,NA,NA,NA,NA,NA,NA,NA
"FESTUCA QUADRIFLORA",NA,0.1475,NA,NA,NA,NA,NA,NA,NA
"FESTUCA RUBRA",12.49956983,0.40594,0.854730159,328.9693709,406.2738889,16.76901336,1.588910702,1.341567237,352.7828137
"FESTUCA STRICTA",14.165,0.509,0.58,NA,112.24,21.384,1.969288134,1.509636428,396.9788259
"FESTUCA TRICHOPHYLLA",NA,0.4925,1.283333333,NA,NA,NA,NA,NA,NA
"FESTUCA VALESIACA",19.42,0.35875,0.416666667,380,NA,14.175,1.93,0.729917611,191.9414706
"FESTUCA VIOLACEA",NA,0.044210526,0.93,341.3152746,NA,19.8171397,NA,NA,NA
"FESTULOLIUM",NA,NA,NA,NA,1847,NA,NA,NA,NA
"FESTULOLIUM LOLIACEUM",24.73875,0.4257686,1.77125,144.5,2253.845,40.3575,3.28569622,1.631347582,428.9843805
"FICUS CARICA",11.13,6.5,NA,NA,11150,31.96,2.149734971,2.871518419,755.1036722
"FILAGO ARVENSIS",39.06,0.298333333,0.4,221.59,77,NA,NA,NA,NA
"FILAGO GALLICA",26.74,0.104285714,0.063746154,220,NA,12.92,1.456,0.483171279,127.0562657
"FILAGO LUTESCENS",17.19,0.236666667,0.028,231.14,NA,NA,0.394,NA,NA
"FILAGO MINIMA",32.445,0.165,0.02,369.1775,6.635,NA,NA,NA,NA
"FILAGO PYRAMIDATA",33.36018182,0.1865,0.049411765,245.6473636,16.99651429,20.28609918,3.0625,0.608093184,159.9061295
"FILAGO VULGARIS",28.56777778,0.34,0.07,181.5,31,NA,NA,NA,NA
"FILIPENDULA ULMARIA",24.64294118,1.022173913,0.746,336.6666667,3680.201429,29.51545455,2.256188699,1.197724506,314.9574688
"FILIPENDULA VULGARIS",16.91946914,0.465555556,0.798333333,354.2815781,25.11974359,20.05555556,2.056875335,1.185353713,311.7044054
"FOENICULUM VULGARE",7.77,1.663333333,3.381666667,232.25,10688,NA,NA,NA,NA
"FORSYTHIA X INTERMEDIA",NA,2.606666667,NA,NA,NA,NA,NA,NA,NA
"FOURRAEA ALPINA",NA,0.8,NA,NA,NA,NA,NA,NA,NA
"FRAGARIA MOSCHATA",39.94,0.23375,NA,NA,NA,NA,NA,NA,NA
"FRAGARIA VESCA",19.44133333,0.131162791,0.3259375,368.6081274,1438.243333,19.63820779,3.705313307,1.010126592,265.6261211
"FRAGARIA VIRIDIS",16.01916667,0.115,0.495,338.94,1009.5475,16.22,2.2,1.012537065,266.2599867
"FRANGULA DODONEI",33.3787234,3.57,17.763125,297.3571429,1757.723548,30.534,2.336504363,0.91477435,240.5519903
"FRANKENIA LAEVIS",NA,0.15,1.21,NA,7,NA,NA,NA,NA
"FRANKENIA PULVERULENTA",NA,NA,0.03,NA,NA,NA,NA,NA,NA
"FRAXINUS",12.5,NA,NA,NA,1847,22.25,3.267333333,1.78,468.074496
"FRAXINUS ANGUSTIFOLIA",14.28478261,17.83111111,64.91333333,NA,502.83,27.38388889,1.88410998,1.916997244,504.0997296
"FRAXINUS EXCELSIOR",13.01961165,22.58015625,59.198125,321.5282509,1729.207361,22.62603093,1.969117323,1.737842229,456.9885537
"FRAXINUS ORNUS",6.39,10.335,24.17875,NA,2344.5,20.2,NA,3.161189358,831.2764695
"FRITILLARIA MELEAGRIS",20.37,0.288,2.105384615,127.66,1145.625,NA,NA,NA,NA
"FUIRENA PUBESCENS",NA,NA,0.325,NA,NA,NA,NA,NA,NA
"FUMANA ERICOIDES",4.55,0.26,2.307142857,NA,6.98,10.02,NA,2.202197802,579.0969811
"FUMANA LAEVIPES",NA,0.1,1.184,NA,NA,NA,NA,NA,NA
"FUMANA PROCUMBENS",7.0650625,0.135714286,2.611111111,349.0662,2.69975625,NA,NA,NA,NA
"FUMANA THYMIFOLIA",NA,0.268,1.162,NA,4.2,9.23,NA,NA,NA
"FUMARIA BASTARDII",NA,1,2.52,NA,NA,NA,NA,NA,NA
"FUMARIA CAPREOLATA",NA,0.883333333,4.008571429,NA,NA,NA,NA,NA,NA
"FUMARIA DENSIFLORA",NA,1,2.8,NA,NA,NA,NA,NA,NA
"FUMARIA MURALIS",28.29,0.633333333,3.087272727,190,767,NA,NA,NA,NA
"FUMARIA OFFICINALIS",26.52307692,0.3,3.178235294,131.5,344.33,49.3,NA,1.858758701,488.785136
"FUMARIA PARVIFLORA",25.905,0.223333333,2.12,135.6875,720.5,NA,NA,NA,NA
"FUMARIA VAILLANTII",40.94,0.20875,NA,141.41,150.87,NA,NA,NA,NA
"GAGEA BOHEMICA",NA,0.065,NA,NA,NA,NA,NA,NA,NA
"GAGEA LIOTARDII",18.14,NA,NA,90,237.02,42.14,NA,2.323042999,610.8748207
"GAGEA LUTEA",23.90333333,0.26,3.36,101.5,631,NA,NA,NA,NA
"GAGEA MINIMA",NA,0.13,NA,NA,NA,NA,NA,NA,NA
"GAGEA PRATENSIS",NA,0.176,NA,NA,NA,NA,NA,NA,NA
"GAGEA SEROTINA",8.93,0.09,0.51,150,177.445,22.6,NA,2.530795073,665.5059709
"GAGEA VILLOSA",NA,0.183333333,NA,NA,NA,NA,NA,NA,NA
"GALACTITES ELEGANS",11.47,0.32,9.892,160,NA,20.29,2.01,1.768962511,465.1720425
"GALANTHUS NIVALIS",24.425,0.176,6.477142857,100,1403.5,NA,NA,NA,NA
"GALATELLA LINOSYRIS",11.44,0.355,1.34,246.87,67.75,NA,NA,NA,NA
"GALATELLA SEDIFOLIA",NA,NA,0.56,NA,NA,15.4,3.273100008,NA,NA
"GALEGA OFFICINALIS",42.975,1.2,7.885,123.925,499.22,NA,NA,NA,NA
"GALEOPSIS LADANUM",27.472,0.464166667,NA,165.4455556,788.0625,NA,NA,NA,NA
"GALEOPSIS PUBESCENS",64.585,0.47,NA,170.275,NA,35.44,NA,0.548734226,144.2969081
"GALEOPSIS TETRAHIT",30.15076923,0.601176471,3.991428571,145.3333333,1610.1425,30.85,NA,1.023191142,269.0616169
"GALINSOGA PARVIFLORA",38.34666667,0.435555556,0.198333333,246.475,499.086,NA,NA,NA,NA
"GALINSOGA QUADRIRADIATA",40.1925,0.52,0.210833333,126.6666667,1102,NA,NA,NA,NA
"GALIUM",NA,NA,NA,NA,208,NA,NA,NA,NA
"GALIUM ANISOPHYLLON",NA,NA,0.48,NA,NA,NA,NA,NA,NA
"GALIUM APARINE",36.87807018,0.676052632,6.221,135.2941176,177.9491667,31.26666667,3.14,0.847839014,222.9504603
"GALIUM ARISTATUM",NA,0.48,NA,NA,NA,NA,NA,NA,NA
"GALIUM BOREALE",25.3169697,0.31425,0.705333333,290.6326933,94.19583333,21.62208352,1.712,0.854054959,224.585025
"GALIUM CORRUDIFOLIUM",13.64759211,0.086518593,0.71916,230.6680439,0.281975,21.551074,2.103055556,1.579111819,415.2482972
"GALIUM CORSICUM",NA,NA,0.58,NA,NA,NA,NA,NA,NA
"GALIUM GLAUCUM",14.04,0.536666667,NA,193.715,37.5,NA,NA,NA,NA
"GALIUM LUCIDUM",NA,0.5736,0.84,233.8566273,NA,16.13588041,NA,NA,NA
"GALIUM MEGALOSPERMUM",NA,0.08,NA,NA,NA,NA,NA,NA,NA
"GALIUM MOLLUGO",29.39972779,0.339188,0.655692308,199.8251952,186.8711712,31.78953225,3.283813219,1.081286619,284.3385894
"GALIUM MURALE",NA,NA,0.147,NA,NA,NA,NA,NA,NA
"GALIUM ODORATUM",42.21,0.235714286,5.975454545,241.5,296.5,24.49333333,2.614699264,0.580273237,152.5905073
"GALIUM PALUSTRE",38.56045455,0.432727273,0.915833333,273.4785714,47.214,NA,NA,NA,NA
"GALIUM PARISIENSE",28.82,0.188181818,0.142222222,195.52,9.893333333,NA,NA,NA,NA
"GALIUM PUSILLUM",28.785,0.355294118,0.425,185.24,NA,21.35,1.52,0.74170575,195.0413174
"GALIUM ROTUNDIFOLIUM",45.955,0.2175,0.78,142.025,110,NA,NA,NA,NA
"GALIUM SAXATILE",24.69875,0.152222222,0.603846154,185,5,25.1,2.9,1.016245761,267.2352374
"GALIUM SETACEUM",NA,0.1,NA,NA,NA,NA,NA,NA,NA
"GALIUM SYLVATICUM",55.83,0.745555556,1.3,174.27,173.25,NA,NA,NA,NA
"GALIUM TRICORNUTUM",22.42,0.4575,10.49,201.605,97.25,NA,NA,NA,NA
"GALIUM ULIGINOSUM",30.06761905,0.3505,0.23375,266.81625,68.54,17.26,0.733,0.574039467,150.9512551
"GALIUM VERRUCOSUM",19.47,0.131666667,NA,170,57.25,NA,NA,NA,NA
"GALIUM VERUM",22.06059006,0.409354839,0.440857143,237.725608,30.296875,26.67903026,2.474513748,1.209352523,318.0152095
"GALIUM X POMERANICUM",NA,1.15,NA,NA,NA,NA,NA,NA,NA
"GASTRIDIUM VENTRICOSUM",NA,0.25,0.084285714,NA,NA,NA,NA,NA,NA
"GAUDINIA FRAGILIS",NA,0.4175,1.97,NA,NA,NA,NA,NA,NA
"GAULTHERIA PROCUMBENS",NA,0.116666667,0.148888889,NA,NA,10.96,1.04,NA,NA
"GENISTA ANGLICA",13.81923077,0.544444444,2.118571429,321.845,13.6,NA,NA,NA,NA
"GENISTA GERMANICA",NA,0.557142857,2.87,NA,NA,NA,NA,NA,NA
"GENISTA HISPANICA",18.17067949,NA,3.548894445,289.0023846,0.118333333,28.3341642,2.038,1.559334323,410.0475435
"GENISTA LINIFOLIA",NA,NA,6.6,NA,NA,NA,NA,NA,NA
"GENISTA MONSPESSULANA",NA,NA,8.285714286,NA,NA,NA,NA,NA,NA
"GENISTA PILOSA",15.05696429,0.283,2.782,359.3836786,0.208075,NA,NA,NA,NA
"GENISTA PULCHELLA",NA,NA,2.59,NA,NA,NA,NA,NA,NA
"GENISTA RADIATA",NA,0.6,NA,NA,NA,NA,NA,NA,NA
"GENISTA SAGITTALIS",23.524,0.176875,2.8678,216.807,NA,28.96470758,2.025,1.231283267,323.7821881
"GENISTA SCORPIUS",9.52,1.5,6.461666667,NA,NA,NA,NA,NA,NA
"GENISTA TINCTORIA",17.79,0.477272727,4.721666667,244,129.3416667,31.32333333,NA,1.760727,463.0064063
"GENTIANA",12.8,0.05,NA,NA,53.05,NA,NA,NA,NA
"GENTIANA ACAULIS",14.455,0.073714286,0.4,227.71,NA,14.2625,NA,0.986682809,259.4612688
"GENTIANA ALPINA",NA,NA,0.2,NA,NA,NA,NA,NA,NA
"GENTIANA ASCLEPIADEA",23.08,0.7,0.11,266.035,456.5,NA,NA,NA,NA
"GENTIANA BAVARICA",16.25,0.0525,NA,NA,NA,16.2,NA,0.996923077,262.1540825
"GENTIANA BRACHYPHYLLA",NA,0.00935,NA,242.2593984,NA,12.40491768,NA,NA,NA
"GENTIANA CLUSII",NA,0.0725,0.44,NA,NA,NA,NA,NA,NA
"GENTIANA CRUCIATA",17.69,0.44,0.143333333,197.66,NA,16.98,1.68,0.95986433,252.4089958
"GENTIANA LUTEA",13.255,1.111666667,1.127,214.7916667,21685.625,23.4,1.576,1.765371558,464.2277541
"GENTIANA NIVALIS",41.175,0.091666667,0.021111111,142.7066667,9.95,NA,NA,NA,NA
"GENTIANA ORBICULARIS",NA,0.06,NA,NA,NA,NA,NA,NA,NA
"GENTIANA PNEUMONANTHE",16.61,0.34,0.054285714,224.115,121,NA,NA,NA,NA
"GENTIANA PUNCTATA",NA,0.239545455,0.65,198.1427061,NA,29.39442138,NA,NA,NA
"GENTIANA PURPUREA",NA,0.51,0.48,NA,NA,NA,NA,NA,NA
"GENTIANA PYRENAICA",16.06,NA,0.12,230,28.94,17.69,NA,1.101494396,289.6524912
"GENTIANA UTRICULOSA",NA,0.185,0.062,NA,NA,NA,NA,NA,NA
"GENTIANA VERNA",15.46333333,0.095,0.066666667,230,111.14,16.06,NA,1.038585902,273.1098723
"GENTIANELLA CILIATA",NA,0.242857143,0.12,NA,NA,NA,NA,NA,NA
"GERANIUM",16.66,NA,NA,NA,75,13.2,NA,0.792316927,208.3501945
"GERANIUM COLUMBINUM",27.448,0.39,3.645555556,266.5,560.5,NA,NA,NA,NA
"GERANIUM DISSECTUM",24.34314176,0.375,2.47,196.3222026,1074.666667,29.69178042,NA,1.219718503,320.7410806
"GERANIUM DIVARICATUM",NA,0.4925,2.54,NA,NA,NA,NA,NA,NA
"GERANIUM LUCIDUM",27.92909091,0.289,0.706,191.75,997.8666667,NA,NA,NA,NA
"GERANIUM MACRORRHIZUM",NA,NA,2.52,NA,NA,NA,NA,NA,NA
"GERANIUM MOLLE",27.43185283,0.231875,1.114,183.1955191,482.362,15.89541703,2.058310513,0.57945109,152.3743129
"GERANIUM NODOSUM",NA,NA,5.682,NA,NA,NA,NA,NA,NA
